idx,title,etc,description,title_en,description_en,rating,review_sadness,review_joy,review_fear,review_disgust,review_anger,url
34,양들의 침묵(The Silence of the Lambs),Crime Drama Thriller,"FBI 수습 요원 클라리스 스탈링은 상관인 잭 크로포드로부터 일명 버팔로 빌 연쇄살인사건을 조사하라는 지시를 받는다. 범인인 ""버팔로 빌""은 몸집이 좋은 여자들을 골라 그 피부들을 벗겨내는 끔찍한 범죄를 저질렀는데, 아직 사건을 해결할 이렇다할 단서가 나오지 않고 있었다. 크로포드는 연쇄살인범을 잡기 위해 스탈링으로 하여금 한니발 렉터 박사를 찾아가도록 한다. 한니발 렉터 박사는 최고의 심리학자이자 법의학자로 평가받던 인물이지만 자신의 환자 아홉 명을 살해하여 요리한 식인마로 정신병원에 갇혀 엄중히 감시받고 있었다.렉터는 스탈링을 처음 만났음에도 불구하고 그녀의 체취와 옷차림, 몇 마디 말 등을 통해 그 배경과 유년기를 간파해 낸다. 하지만 스탈링이 내색하지 않고 침착하게 응대해 나가면서 두 사람의 신경전은 팽팽하게 전개된다. 렉터는 자신의 수감 생활을 편하게 해달라는 조건을 걸고 수사당국의 조바심을 돋우며 급기야 버팔로 빌은 테네시주 출신 상원의원의 딸인 캐서린을 납치한다.수사당국, 클라리스 스탈링, 한니발 렉터 삼자 간의 신경전은 팽팽하게 진행된다. 렉터의 추리력으로 사건의 실마리가 하나씩 풀려 나가고 스탈링은 렉터의 탁월한 지성에 차츰 미묘한 매력을 느끼지만 렉터는 범인의 정체를 알게 해 준다는 조건을 내걸고 멤피스로 이송된다. 스탈링은 수사에서 제외되고, 렉터는 끔찍한 방법으로 탈옥에 성공하는데...",The Silence of the Lambs,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",10,0.229529,0.467495,0.100774,0.215043,0.066543,https://whatdoido.kro.kr/movie/34.jpg
35,캡틴 판타스틱(Captain Fantastic),Comedy Drama,"우리만의 놀이터! 우리만의 도서관! 우리만의 학교! 우리만의 카페!숲 속, 그들만의 완벽한 파라다이스에서 '자연'스러운 삶을 사는 캡틴 '벤'과 아이들이 엄마와의 약속을 지키기 위해 낯선 도시로 떠나면서 시작된 버라이어티한 여정당신의 굿라이프 안내서",Captain Fantastic,"In the forests of the Pacific Northwest, a father devoted to raising his six kids with a rigorous physical and intellectual education is forced to leave his paradise and enter the world, challenging his idea of what it means to be a parent.",10,0.135833,0.826172,0.022933,0.006901,0.015961,https://whatdoido.kro.kr/movie/35.jpg
36,어벤져스(The Avengers),Action Adventure Sci-Fi,"ASSEMBLE! 최강의 슈퍼히어로들이 모였다!지구의 운명을 건 거대한 전쟁이 시작된다!지구의 안보가 위협당하는 위기의 상황에서 슈퍼히어로들을 불러모아 세상을 구하는, 일명 [어벤져스] 작전. 에너지원 ‘큐브’를 이용한 적의 등장으로 인류가 위험에 처하자 국제평화유지기구인 쉴드 (S.H.I.E.L.D)의 국장 닉 퓨리(사무엘 L.잭슨)는 [어벤져스] 작전을 위해 전 세계에 흩어져 있던 슈퍼히어로들을 찾아나선다. 아이언맨(로버트 다우니 주니어)부터 토르(크리스 헴스워스), 헐크(마크 러팔로), 캡틴 아메리카(크리스 에반스)는 물론, 쉴드의 요원인 블랙 위도우(스칼렛 요한슨), 호크 아이(제레미 레너)까지, 최고의 슈퍼히어로들이 [어벤져스]의 멤버로 모이게 되지만, 각기 개성이 강한 이들의 만남은 예상치 못한 방향으로 흘러가는데… 지구의 운명을 건 거대한 전쟁 앞에 [어벤져스] 작전은 성공할 수 있을까?",The Avengers,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,10,0.033643,0.858407,0.061134,0.012636,0.048716,https://whatdoido.kro.kr/movie/36.jpg
37,매드 맥스: 분노의 도로(Mad Max: Fury Road),Action Adventure Sci-Fi,"핵전쟁으로 멸망한 22세기. 얼마 남지 않은 물과 기름을 차지한 독재자 임모탄 조가 살아남은 인류를 지배한다.한편, 아내와 딸을 잃고 살아남기 위해 사막을 떠돌던 맥스(톰 하디)는 임모탄의 부하들에게 납치되어 노예로 끌려가고, 폭정에 반발한 사령관 퓨리오사(샤를리즈 테론)는 인류 생존의 열쇠를 쥔 임모탄의 여인들을 탈취해 분노의 도로로 폭주한다. 이에 임모탄의 전사들과 신인류 눅스(니콜라스 홀트)는 맥스를 이끌고 퓨리오사의 뒤를 쫓는데... 끝내주는 날, 끝내주는 액션이 폭렬한다!",Mad Max: Fury Road,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",1,0.38297,0.132057,0.091203,0.112994,0.478401,https://whatdoido.kro.kr/movie/37.jpg
38,매트릭스(The Matrix),Action Sci-Fi,"인간의 기억마저 AI에 의해 입력되고 삭제 되는 세상.진짜보다 더 진짜 같은 가상 현실 ‘매트릭스’그 속에서 진정한 현실을 인식할 수 없게 재배되는 인간들.그 ‘매트릭스’를 빠져 나오면서 AI에게 가장 위험한 인물이 된‘모피어스’는 자신과 함께 인류를 구할 마지막 영웅 ‘그’를 찾아 헤맨다.마침내 ‘모피어스’는 낮에는 평범한 회사원으로, 밤에는 해커로 활동하는청년 ‘네오’를 ‘그’로 지목하는데…꿈에서 깨어난 자들,이제 그들이 만드는 새로운 세상이 열린다!",The Matrix,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",10,0.214561,0.31378,0.031941,0.04071,0.103882,https://whatdoido.kro.kr/movie/38.jpg
39,1917(1917),Drama Thriller War,제1차 세계대전이 한창인 1917년.독일군에 의해 모든 통신망이 파괴된 상황 속에서영국군 병사 '스코필드'(조지 맥케이)와 '블레이크'(딘-찰스 채프먼)에게 하나의 미션이 주어졌다.함정에 빠진 영국군 부대의 수장 '매켄지' 중령(베네딕트 컴버배치)에게'에린무어' 장군(콜린 퍼스)의 공격 중지 명령을 전하는 것!둘은 1600명의 아군과 '블레이크'의 형(리차드 매든)을 구하기 위해전쟁터 한복판을 가로지르며 사투를 이어가는데...,1917,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",10,0.147024,0.237631,0.026099,0.135319,0.046378,https://whatdoido.kro.kr/movie/39.jpg
40,히트(Heat),Crime Drama Thriller,LA 경찰국 강력계의 빈센트 한나(알 파치노) 반장은 두 번의 이혼 경력과 순탄치 않은 세 번째 결혼생활로 불안하고 우울한 일상을 이어간다. 어느 날 특급 우편 차량을 급습하는 사건이 일어나고 호송 요원 세 명이 무참히 살해되자 한나는 특유의 예리한 감으로 닐 맥컬리(로버트 드 니로)의 존재를 찾아낸다. 자신의 팀원들을 가족처럼 보살피는 빈틈없는 프로 범죄자 닐은 자신을 쫓는 한나를 비웃듯 따돌리고 닐의 용의주도하고 프로페셔널한 면모에 한나는 닐에 대한 관심과 승부욕이 생기기 시작하는데…액션의 전설이 다시 부활한다!,Heat,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,10,0.071744,0.728118,0.046184,0.121565,0.070581,https://whatdoido.kro.kr/movie/40.jpg
41,디파티드(The Departed),Crime Drama Thriller,"갱이 된 경찰, 경찰이 된 갱엇갈린 운명의 길을 걷는 두 남자의 대결남부 보스턴 매사츄세츠 주 경찰청은 프랭크 코스텔로(잭 니콜슨)가 이끄는 막강한 세력을 지닌 보스턴 최대 범죄조직망을 일망타진하기 위해 신참 경찰 빌리 코스티건(레오나르도 디카프리오)을 조직에 침투시킨다. 빌리가 경찰 뱃지를 반납하고 보스턴 길거리를 떠돌다 코스텔로의 신임을 얻기 위해 애쓰는 동안 또 다른 신참 콜린 설리반(맷 데이먼)은 경찰청 내에서 승승장구하여 특별 수사반에 배치된다. 거짓된 충성, 목숨을 건 도박의리도 정의도 없는 냉혹한 세계특별 수사반의 임무 역시 코스텔러를 제거하는 것. 그러나 사실 콜린은 경찰청에 투입된 코스텔로의 첩자. 경찰청의 동태를 사전에 코스텔로에게 알리는 게 그의 진짜 임무였던 것이다. 결국 갱단과 경찰이 서로 상대방의 조직에 위장 침투한 것이다. 빌리와 콜린이 서로의 임무를 수행하는 동안 양쪽 조직 모두 첩자의 존재를 눈치챈다. 언제 정체가 탄로날지 모르는 상황 속에서 두 사람은 상대방의 정체를 캐내기 위해 혈안이 된다. 상대보다 한발 늦으면 자신이 죽는 상황,두 남자는 서로의 운명에 비극의 총구를 겨눈다.",The Departed,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,10,0.087711,0.826114,0.01931,0.005529,0.032269,https://whatdoido.kro.kr/movie/41.jpg
42,쉰들러 리스트(Schindler's List),Biography Drama History,"1939년, 독일에게 점령당한 폴란드의 한 도시. 독일인 사업가이자 냉정한 기회주의자인 오스카 쉰들러는 유태인이 경영하는 그릇 공장 인수를 위해 수단과 방법을 아끼지 않는다. 인건비 없이 수백명의 유태인을 고용한 오스카 쉰들러는 우연히 유태인 회계사인 스턴과 가까워지고, 나치에 의해 참혹하게 학살되는 유태인들의 참혹한 실상을 마주하게 된다. 서서히 그의 양심이 흔들리기 시작하고, 마침내 강제 노동 수용소로부터 유태인들을 구하기로 결심한다. 그렇게 그는 자신이 구해낼 유태인 명단이 적힌 쉰들러 리스트를 만드는데…",Schindler's List,"In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.",,0.083089,0.671808,0.148804,0.129604,0.024492,https://whatdoido.kro.kr/movie/42.jpg
43,글래디에이터(Gladiator),Action Adventure Drama,"평화로운 ‘5현제 시대’가 막바지에 이른 서기 180년 로마. 철인(哲人) 황제 마르쿠스 아우렐리우스가 아들처럼 친애하는 장군 막시무스(러셀 크로)는 다뉴브 강가 전투에서 대승한다. 시기와 야망이 강한 황태자 코모두스(호아킨 피닉스)는 부친이 막시무스에게 권력을 맡겨 공화정를 회복시킬 뜻을 밝히자 막사에서 부친을 살해한 뒤 막시무스와 그 가족의 주살을 명한다. 장군은 구사일생 귀향하지만 아내와 아들의 참혹한 주검이 그를 맞는다. 노예 검투사가 된 막시무스는 탁월한 무용으로 제국 최고의 스타로 부상하고, 코모두스가 피의 축제를 벌이고 있는 로마의 콜로세움에서 복수의 기회를 맞지만, 그의 정체를 안 코모두스는 죽음의 덫을 준비한다",Gladiator,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,10,0.088219,0.869529,0.004771,0.01998,0.023334,https://whatdoido.kro.kr/movie/43.jpg
44,프레스티지(The Prestige),Drama Mystery Sci-Fi,"화려한 마술 뒤에 숨겨진 충격적인 결말세기의 전환을 맞아 격동적인 변화가 일던 1900년대 말 런던은 최고 상류층에서 마술사가 태어났고 사회에 마술이 널리 퍼져있던 시대이다.로버트 앤지어(휴 잭맨)는 상류층 집안에서 자란 쇼맨십이 강한 마술사. 반면 고아로 자라 거친 성격에 사람들과 잘 어울리지 못하는 알프레드 보든(크리스찬 베일)은 자신의 마술 아이디어를 남들에게 보여 줄 배짱은 없지만 누구보다도 뛰어난 재능을 가진 천재이다. 영화가 끝나는 순간까지 그 무엇도 믿지 마라 당신이 생각하는 어떤 것도 진실이 아니다두 사람은 서로를 아끼는 친구이자 최고의 마술사가 되기 위해 노력하는 선의의 경쟁자. 그러나 그들이 최고라 자부했던 수중마술이 실패로 돌아가면서 로버트는 아내 마저 잃고 두 사람은 철천지원수로 돌변한다. 어느 날, 알프레드가 마술의 최고 단계인 순간이동 마술을 선보이고 질투심에 불탄 로버트 역시 순간이동 마술을 완성한다. 상대방 마술의 비밀을 캐내려 경쟁을 벌이면서 주변 사람들의 생명마저 위태롭게 만든다.목숨을 건 위험한 대결의 끝에 신의 경지에 도달한 놀라운 마술의 세계가 펼쳐진다로버트는 알프레드의 비밀을 알아내기 위해 자신의 조수이자 사랑하는 여인 올리비아(스칼렛 요한슨)를 알프레드에게 접근하게 만든다. 올리비아는 로버트를 사랑하는 마음에 로버트의 라이벌인 알프레드와 생활하게 되고, 점점 그에게 빠져든다.그들의 위험한 경쟁은 멈출 줄을 모르고 이제 서로를 죽이려고 까지 하는데…그리고 점점 밝혀지는 진실!그들의 마술, 그들의 관계, 그들의 인생에는 누구도 예상치 못한 놀라운 진실이 숨겨져 있었다!",The Prestige,"After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.",10,0.19487,0.241441,0.06151,0.128548,0.159677,https://whatdoido.kro.kr/movie/44.jpg
45,포레스트 검프(Forrest Gump),Drama Romance,"불편한 다리, 남들보다 조금 떨어지는 지능을 가진 외톨이 소년 ‘포레스트 검프’헌신적이고 강인한 어머니의 보살핌과 콩깍지 첫사랑 소녀 ‘제니’와의 만남으로사회의 편견과 괴롭힘 속에서도 따뜻하고 순수한 마음을 지니고 성장한다. 여느 날과 같이 또래들의 괴롭힘을 피해 도망치던 포레스트는 누구보다 빠르게 달릴 수 있는 자신의 재능을 깨닫고 늘 달리는 삶을 살아간다. 포레스트의 재능을 발견한 대학에서 그를 미식축구 선수로 발탁하고, 졸업 후에도 뛰어난 신체능력으로 군에 들어가 누구도 예상치 못한 성과를 거둬 무공훈장을 수여받는 등 탄탄한 인생 가도에 오르게 된 포레스트. 하지만 영원히 행복할 것만 같았던 시간도 잠시, 어머니가 병에 걸려 죽음을 맞이하고 첫사랑 제니 역시 그의 곁을 떠나가며 다시 한번 인생의 전환점을 맞이하게 되는데… 과연, 포레스트는 진정한 삶의 행복을 발견할 수 있을까?진정한 삶의 가치와 의미를 제시하는 감동 바이블!올 가을, 다시 한번 세상에서 가장 눈부신 달리기가 시작된다!“Run! Forrest Run!”",Forrest Gump,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",10,0.116894,0.658682,0.015411,0.241391,0.031174,https://whatdoido.kro.kr/movie/45.jpg
